Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,passChiave,passChiave_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,palleLaterali,palleLaterali_MEAN,perdePalla,perdePalla_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,duelli,duelli_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,falliSubiti,falliSubiti_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,retiSub,retiSub_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,assist,assist_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,cutBack,cutBack_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,interventoNegativo,interventoNegativo_MEAN,ammonizioni,ammonizioni_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,interventoPositivo,interventoPositivo_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,thirdPass,thirdPass_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,reteDaPunizioneDiretta,reteDaPunizioneDiretta_PERC,reteDaPunizioneDiretta_MEAN,golProcurati,golProcurati_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,autogol,autogol_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN
8278,DAMIAN EMILIANO,MARTINEZ,MARTINEZ E.,02-09-1992,2023,619,103,,,,,,,,,2,0.33,207,34.50,4,1.93%,0.67,182,87.92%,30.33,,,,,,,129,21.50,,,,,,20,3.33,,,,,,,,,19,3.17,5,25.00%,0.83,,,,,,,,1,0.17,1,100.00%,0.17,1,100.00%,0.17,,,,,,,,,,,,,,,,,,1,0.17,,,,,,,0.000,0.000,0.000,0.000,0.972,0.162,0.127,0.021,0.972,0.162,0.000,0.000,0.000,0.000,0.000,0.000,,,,3,75.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17,1,50.00%,0.17,2,0.33,,,,1,50.00%,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.00,15,2.50,13,2.17,16,2.67,14,87.50%,2.33,1,0.17,16,2.67,109,18.17,6,37.50%,1.00,107,98.17%,17.83,82,13.67,29,35.37%,4.83,24,29.27%,4.00,10,66.67%,1.67,4,26.67%,0.67,1,0.17,29,35.37%,4.83,11.399,1.900,8.399,1.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755,LAUTARO JAVIER,MARTINEZ,LAUTARO MARTINEZ,22-08-1997,2023,252,42,11,1.83,9,81.82%,1.50,11,100.00%,1.83,1,0.17,43,7.17,1,2.33%,0.17,34,79.07%,5.67,23,31.94%,3.83,5,21.74%,0.83,72,12.00,6,8.33%,1.00,,,25,4.17,1,0.17,1,100.00%,0.17,,,,7,1.17,4,16.00%,0.67,6,1.00,1,16.67%,0.17,4,0.67,48,8.00,6,12.50%,1.00,13,27.08%,2.17,10,76.92%,1.67,27,207.69%,4.50,8,16.67%,1.33,16,33.33%,2.67,5,31.25%,0.83,8,1.33,6,1.00,9,100.00%,1.50,,,,2.392,0.399,2.206,0.368,0.000,0.000,0.000,0.000,1.016,0.169,-0.186,-0.031,2.392,0.399,0.827,0.138,,,,,,,,,,,,,,,,6,85.71%,1.00,3,75.00%,0.50,,,,5,45.45%,0.83,5,100.00%,0.83,,,,5,100.00%,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,2,28.57%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.00%,0.17,1,20.00%,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21433,LISANDRO,MARTINEZ,LISANDRO MARTINEZ,18-01-1998,2023,503,101,3,0.60,1,33.33%,0.20,3,100.00%,0.60,11,2.20,335,67.00,9,2.69%,1.80,308,91.94%,61.60,3,1.05%,0.60,3,100.00%,0.60,285,57.00,6,2.11%,1.20,1,0.20,14,2.80,1,0.20,1,100.00%,0.20,,,,29,5.80,6,42.86%,1.20,3,0.60,2,66.67%,0.40,4,0.80,34,6.80,1,2.94%,0.20,21,61.76%,4.20,2,9.52%,0.40,3,14.29%,0.60,8,23.53%,1.60,16,47.06%,3.20,12,75.00%,2.40,2,0.40,1,0.20,1,100.00%,0.20,6,42.86%,1.20,0.328,0.066,0.137,0.027,1.271,0.254,0.669,0.134,-0.469,-0.094,-0.191,-0.038,0.328,0.066,0.000,0.000,,,,4,44.44%,0.80,37,7.40,,,,1,0.20,,,4,13.79%,0.80,3,75.00%,0.60,1,33.33%,0.20,1,33.33%,0.20,1,100.00%,0.20,1,100.00%,0.20,,,,,,1,9.09%,0.20,3,0.60,,,,1,33.33%,0.20,,,,,,,,,,,,5,62.50%,1.00,,,,,,,,,,2,6.90%,0.40,2,66.67%,0.40,,,,1,0.20,,,,,,,,,,,,,,,,,,,,,,2,0.40,,,,,,,,,,,,,,,2,100.00%,0.40,,,,,,,,1,100.00%,0.20,1,100.00%,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24458,LUCAS,MARTINEZ QUARTA,MARTINEZ QUARTA L.,10-05-1996,2023,12,12,,,,,,,,,,,6,6.00,,,,5,83.33%,5.00,,,,,,,5,5.00,,,,,,,,,,,,,,,,,,,,,1,1.00,1,100.00%,1.00,,,1,1.00,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7421,LIONEL,MESSI,MESSI L.,24-06-1987,2023,460,92,14,2.80,8,57.14%,1.60,8,57.14%,1.60,21,4.20,184,36.80,40,21.74%,8.00,157,85.33%,31.40,27,14.36%,5.40,5,18.52%,1.00,188,37.60,9,4.79%,1.80,,,30,6.00,3,0.60,1,33.33%,0.20,2,66.67%,0.40,4,0.80,4,13.33%,0.80,26,5.20,15,57.69%,3.00,7,1.40,63,12.60,9,14.29%,1.80,30,47.62%,6.00,18,60.00%,3.60,28,93.33%,5.60,2,3.17%,0.40,18,28.57%,3.60,3,16.67%,0.60,1,0.20,9,1.80,6,75.00%,1.20,2,6.67%,0.40,3.005,0.601,3.020,0.604,6.409,1.282,0.984,0.197,7.069,1.414,0.015,0.003,2.250,0.450,0.000,0.000,6,42.86%,1.20,24,60.00%,4.80,,,,,,,,,,3,75.00%,0.60,6,85.71%,1.20,,,,1,7.14%,0.20,1,100.00%,0.20,,,,1,100.00%,0.20,1,0.20,13,61.90%,2.60,14,2.80,1,7.14%,0.20,10,71.43%,2.00,,,,,,,,,,,,2,100.00%,0.40,2,0.40,2,25.00%,0.40,,,,,1,25.00%,0.20,,,,1,10.00%,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20,1,100.00%,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23982,NAHUEL,MOLINA,MOLINA N.,06-04-1998,2023,352,70,1,0.20,1,100.00%,0.20,1,100.00%,0.20,2,0.40,202,40.40,6,2.97%,1.20,165,81.68%,33.00,4,2.96%,0.80,1,25.00%,0.20,135,27.00,2,1.48%,0.40,4,0.80,21,4.20,3,0.60,,,,3,100.00%,0.60,23,4.60,7,33.33%,1.40,3,0.60,,,,11,2.20,34,6.80,1,2.94%,0.20,20,58.82%,4.00,5,25.00%,1.00,8,40.00%,1.60,5,14.71%,1.00,13,38.24%,2.60,8,61.54%,1.60,1,0.20,1,0.20,1,100.00%,0.20,8,38.10%,1.60,0.142,0.028,0.138,0.028,1.318,0.264,0.068,0.014,1.295,0.259,-0.004,-0.001,0.142,0.028,0.000,0.000,,,,3,50.00%,0.60,1,0.20,,,,3,0.60,,,7,30.43%,1.40,4,36.36%,0.80,,,,,,,,,,,,,,,,1,0.20,2,100.00%,0.40,2,0.40,,,,2,100.00%,0.40,1,33.33%,0.20,,,,,,,,,4,80.00%,0.80,,,,,,1,0.20,1,0.20,3,13.04%,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26455,GONZALO,MONTIEL,MONTIEL G.,01-01-1997,2023,267,44,,,,,,,,,4,0.67,160,26.67,9,5.63%,1.50,135,84.38%,22.50,6,4.76%,1.00,,,,126,21.00,2,1.59%,0.33,5,0.83,11,1.83,4,0.67,,,,4,100.00%,0.67,11,1.83,3,27.27%,0.50,2,0.33,,,,,,18,3.00,2,11.11%,0.33,14,77.78%,2.33,2,14.29%,0.33,4,28.57%,0.67,5,27.78%,0.83,8,44.44%,1.33,8,100.00%,1.33,1,0.17,2,0.33,,,,4,36.36%,0.67,0.756,0.126,0.970,0.162,0.969,0.162,0.063,0.011,1.390,0.232,0.214,0.036,0.000,0.000,0.000,0.000,,,,3,33.33%,0.50,5,0.83,,,,1,0.17,,,1,9.09%,0.17,,,,,,,,,,,,,,,,,,,,,2,50.00%,0.33,2,0.33,,,,2,100.00%,0.33,1,100.00%,0.17,,,,1,0.17,1,100.00%,0.17,4,80.00%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7507,NICOLAS,OTAMENDI,OTAMENDI N.,12-02-1988,2023,173,35,2,0.40,,,,2,100.00%,0.40,4,0.80,105,21.00,1,0.95%,0.20,98,93.33%,19.60,2,2.25%,0.40,2,100.00%,0.40,89,17.80,2,2.25%,0.40,,,3,0.60,1,0.20,1,100.00%,0.20,,,,10,2.00,3,100.00%,0.60,,,,,,2,0.40,17,3.40,1,5.88%,0.20,12,70.59%,2.40,1,8.33%,0.20,,,,9,52.94%,1.80,4,23.53%,0.80,3,75.00%,0.60,1,0.20,1,0.20,,,,4,133.33%,0.80,1.765,0.353,0.986,0.197,0.301,0.060,0.045,0.009,1.238,0.248,-0.779,-0.156,1.009,0.202,0.000,0.000,,,,1,100.00%,0.20,7,1.40,,,,,,,,2,20.00%,0.40,1,50.00%,0.20,1,50.00%,0.20,,,,,,,,,,,,,1,0.20,1,25.00%,0.20,1,0.20,,,,1,100.00%,0.20,,,,,,,,,,,,7,77.78%,1.40,,,,,,,,,,,,,1,50.00%,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.40,,,,,,,,,,,,,,,2,100.00%,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23829,EXEQUIEL,PALACIOS,PALACIOS E.,05-10-1998,2023,112,56,,,,,,,,,4,2.00,65,32.50,,,,59,90.77%,29.50,3,4.92%,1.50,,,,61,30.50,,,,,,5,2.50,3,1.50,3,100.00%,1.50,,,,4,2.00,2,40.00%,1.00,1,0.50,,,,2,1.00,13,6.50,4,30.77%,2.00,10,76.92%,5.00,3,30.00%,1.50,2,20.00%,1.00,2,15.38%,1.00,3,23.08%,1.50,2,66.67%,1.00,1,0.50,4,2.00,,,,2,40.00%,1.00,0.000,0.000,0.000,0.000,0.101,0.051,0.046,0.023,-0.029,-0.015,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,1,25.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,2,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6972,LEANDRO,PAREDES,PAREDES L.,29-06-1994,2023,184,61,3,1.00,1,33.33%,0.33,1,33.33%,0.33,15,5.00,145,48.33,4,2.76%,1.33,133,91.72%,44.33,1,0.78%,0.33,,,,129,43.00,,,,,,8,2.67,2,0.67,,,,2,100.00%,0.67,17,5.67,1,12.50%,0.33,,,,,,4,1.33,26,8.67,6,23.08%,2.00,16,61.54%,5.33,4,25.00%,1.33,2,12.50%,0.67,1,3.85%,0.33,10,38.46%,3.33,7,70.00%,2.33,5,1.67,6,2.00,,,,,,,0.850,0.283,0.314,0.105,0.469,0.156,0.040,0.013,0.750,0.250,-0.537,-0.179,0.095,0.032,0.000,0.000,2,66.67%,0.67,2,50.00%,0.67,4,1.33,,,,,,,,5,29.41%,1.67,2,50.00%,0.67,,,,,,,,,,,,,,,,,,1,6.67%,0.33,1,0.33,,,,1,100.00%,0.33,,,,,,,,,,,,1,100.00%,0.33,,,1,100.00%,0.33,,,1,0.33,1,5.88%,0.33,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14368,GERMAN,PEZZELLA,PEZZELLA G.,27-06-1991,2023,83,83,1,1.00,,,,1,100.00%,1.00,1,1.00,65,65.00,1,1.54%,1.00,61,93.85%,61.00,,,,,,,55,55.00,,,,,,,,,,,,,,,,4,4.00,,,,,,,,,2,2.00,4,4.00,,,,1,25.00%,1.00,,,,1,100.00%,1.00,2,50.00%,2.00,,,,,,,,,,,,,,,,,0.042,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.042,0.042,-0.042,-0.042,0.042,0.042,0.000,0.000,,,,,,,4,4.00,,,,,,,,,,,2,100.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,1.00,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20464,GUIDO,RODRIGUEZ,RODRIGUEZ G.,12-04-1994,2023,17,17,,,,,,,,,1,1.00,24,24.00,,,,22,91.67%,22.00,,,,,,,20,20.00,,,,,,2,2.00,,,,,,,,,2,2.00,1,50.00%,1.00,,,,,,,,3,3.00,1,33.33%,1.00,2,66.67%,2.00,1,50.00%,1.00,,,,,,,1,33.33%,1.00,1,100.00%,1.00,1,1.00,1,1.00,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17761,CRISTIAN,ROMERO,ROMERO C.,27-04-1998,2023,524,105,1,0.20,,,,1,100.00%,0.20,15,3.00,365,73.00,2,0.55%,0.40,328,89.86%,65.60,1,0.34%,0.20,1,100.00%,0.20,294,58.80,4,1.36%,0.80,,,13,2.60,,,,,,,,,35,7.00,7,53.85%,1.40,1,0.20,1,100.00%,0.20,15,3.00,54,10.80,3,5.56%,0.60,47,87.04%,9.40,7,14.89%,1.40,2,4.26%,0.40,14,25.93%,2.80,19,35.19%,3.80,17,89.47%,3.40,2,0.40,3,0.60,,,,2,15.38%,0.40,0.194,0.039,0.000,0.000,1.421,0.284,0.111,0.022,0.727,0.145,-0.194,-0.039,0.194,0.039,0.000,0.000,,,,1,50.00%,0.20,40,8.00,,,,,,,,4,11.43%,0.80,2,13.33%,0.40,,,,,,,,,,,,,,,,1,0.20,1,6.67%,0.20,1,0.20,,,,1,100.00%,0.20,,,,,,,,,,,,13,92.86%,2.60,,,,,,,,,,,,,1,100.00%,0.20,,,,1,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15904,NICOLAS,TAGLIAFICO,TAGLIAFICO N.,31-08-1992,2023,485,81,2,0.33,,,,2,100.00%,0.33,6,1.00,280,46.67,4,1.43%,0.67,241,86.07%,40.17,9,4.37%,1.50,2,22.22%,0.33,206,34.33,3,1.46%,0.50,3,0.50,18,3.00,2,0.33,1,50.00%,0.17,1,50.00%,0.17,26,4.33,1,5.56%,0.17,6,1.00,4,66.67%,0.67,6,1.00,52,8.67,8,15.38%,1.33,30,57.69%,5.00,13,43.33%,2.17,10,33.33%,1.67,10,19.23%,1.67,19,36.54%,3.17,9,47.37%,1.50,3,0.50,8,1.33,,,,,,,0.215,0.036,0.000,0.000,0.805,0.134,0.083,0.014,0.262,0.044,-0.215,-0.036,0.215,0.036,0.000,0.000,,,,1,25.00%,0.17,6,1.00,2,33.33%,0.33,1,0.17,,,7,26.92%,1.17,2,33.33%,0.33,,,,,,,,,,,,,,,,1,0.17,,,,2,0.33,,,,,,,1,100.00%,0.17,,,,1,0.17,,,,5,50.00%,0.83,,,,,,,,1,0.17,3,11.54%,0.50,1,50.00%,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48446,CARMELO,ALGARANAZ,ALGARANAZ C.,27-01-1996,2023,207,69,2,0.67,1,50.00%,0.33,1,50.00%,0.33,1,0.33,24,8.00,3,12.50%,1.00,20,83.33%,6.67,2,3.70%,0.67,1,50.00%,0.33,54,18.00,3,5.56%,1.00,,,26,8.67,,,,,,,,,6,2.00,4,15.38%,1.33,6,2.00,3,50.00%,1.00,4,1.33,56,18.67,1,1.79%,0.33,11,19.64%,3.67,9,81.82%,3.00,37,336.36%,12.33,19,33.93%,6.33,22,39.29%,7.33,2,9.09%,0.67,6,2.00,1,0.33,1,100.00%,0.33,,,,0.072,0.024,0.045,0.015,0.688,0.229,0.055,0.018,0.434,0.145,-0.027,-0.009,0.072,0.024,0.000,0.000,1,50.00%,0.33,2,66.67%,0.67,3,1.00,3,100.00%,1.00,,,,,4,66.67%,1.33,3,75.00%,1.00,,,,,,,,,,,,,,,,7,2.33,1,100.00%,0.33,1,0.33,,,,1,100.00%,0.33,,,,,,,,,,,,4,21.05%,1.33,2,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20852,BORIS,CESPEDES,CESPEDES B.,19-06-1995,2023,159,80,,,,,,,,,3,1.50,84,42.00,,,,78,92.86%,39.00,2,2.74%,1.00,,,,73,36.50,,,,,,7,3.50,4,2.00,2,50.00%,1.00,2,50.00%,1.00,2,1.00,4,57.14%,2.00,1,0.50,1,100.00%,0.50,3,1.50,15,7.50,1,6.67%,0.50,7,46.67%,3.50,3,42.86%,1.50,4,57.14%,2.00,3,20.00%,1.50,6,40.00%,3.00,2,33.33%,1.00,1,0.50,1,0.50,,,,4,57.14%,2.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,1,0.50,,,,,,,,1,50.00%,0.50,2,66.67%,1.00,,,,,,,,,,,,,,,,6,3.00,,,,,,,,,,,,,,,,,,,,,,,2,66.67%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48443,LUCAS,CHAVEZ,CHAVEZ L.,17-04-2003,2023,40,20,,,,,,,,,,,9,4.50,,,,7,77.78%,3.50,1,6.67%,0.50,,,,15,7.50,,,,,,5,2.50,,,,,,,,,1,0.50,2,40.00%,1.00,2,1.00,,,,1,0.50,11,5.50,1,9.09%,0.50,1,9.09%,0.50,,,,4,400.00%,2.00,,,,5,45.45%,2.50,,,,2,1.00,1,0.50,,,,2,40.00%,1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,4,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26512,JAUME ALBERT,CUELLAR MENDOZA,CUELLAR J. A.,23-08-2001,2023,20,20,,,,,,,,,,,5,5.00,,,,2,40.00%,2.00,1,14.29%,1.00,,,,7,7.00,,,,,,5,5.00,,,,,,,,,,,3,60.00%,3.00,3,3.00,,,,,,10,10.00,,,,3,30.00%,3.00,1,33.33%,1.00,5,166.67%,5.00,2,20.00%,2.00,5,50.00%,5.00,2,40.00%,2.00,1,1.00,,,,,,4,80.00%,4.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.00,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
